,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,nomatch_score,match_score,alteredAttributes,droppedValues,copiedValues,triangle,attr_count
151,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,Kapow,Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"November 6 , 2012",0.60635674,0.39364323,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Released')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', 'December 10 , 2013']","['Bring It Back', 'Kapow', 'November 6 , 2012']",1@47894 0@5343 1@25995,3
152,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Dance & Electronic , Dubstep",$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.59587204,0.40412796,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Price')","['The High Fells ( Extended Version )', 'Soundtracks', '$ 1.29']","['Bring It Back', 'Dance & Electronic , Dubstep', '$ 0.99']",1@47894 0@5343 1@25995,3
153,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Dance & Electronic , Dubstep",$ 1.29,2012 Rusko Recordings,3:38,"December 10 , 2013",0.59659207,0.4034079,"('rtable_Song_Name', 'rtable_Genre', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'Soundtracks', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Bring It Back', 'Dance & Electronic , Dubstep', '2012 Rusko Recordings']",1@47894 0@5343 1@25995,3
154,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Dance & Electronic , Dubstep",$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:42,"December 10 , 2013",0.5958741,0.40412587,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Time')","['The High Fells ( Extended Version )', 'Soundtracks', '3:38']","['Bring It Back', 'Dance & Electronic , Dubstep', '3:42']",1@47894 0@5343 1@25995,3
155,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Dance & Electronic , Dubstep",$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"November 6 , 2012",0.5970229,0.4029771,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Released')","['The High Fells ( Extended Version )', 'Soundtracks', 'December 10 , 2013']","['Bring It Back', 'Dance & Electronic , Dubstep', 'November 6 , 2012']",1@47894 0@5343 1@25995,3
156,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2012 Rusko Recordings,3:38,"December 10 , 2013",0.5965939,0.4034061,"('rtable_Song_Name', 'rtable_Price', 'rtable_CopyRight')","['The High Fells ( Extended Version )', '$ 1.29', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Bring It Back', '$ 0.99', '2012 Rusko Recordings']",1@47894 0@5343 1@25995,3
157,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:42,"December 10 , 2013",0.5960413,0.40395874,"('rtable_Song_Name', 'rtable_Price', 'rtable_Time')","['The High Fells ( Extended Version )', '$ 1.29', '3:38']","['Bring It Back', '$ 0.99', '3:42']",1@47894 0@5343 1@25995,3
149,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Bring It Back,Howard Shore,Kapow,Soundtracks,$ 1.29,2012 Rusko Recordings,3:38,"December 10 , 2013",0.6062303,0.39376962,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Bring It Back', 'Kapow', '2012 Rusko Recordings']",1@47894 0@5343 1@25995,3
181,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Garriosn Anthem,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2007 TJ Records,3:38,"February 15 , 2012",0.5236802,0.47631973,"('rtable_Song_Name', 'rtable_CopyRight', 'rtable_Released')","['The High Fells ( Extended Version )', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.', 'December 10 , 2013']","['Garriosn Anthem', '2007 TJ Records', 'February 15 , 2012']",1@47894 0@5343 1@40847,3
207,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Kevin Lyttle,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( c ) 2010 One Media Publishing,3:38,"December 10 , 2013",0.6155771,0.3844229,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'Howard Shore', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Sign Your Name', 'Kevin Lyttle', '( c ) 2010 One Media Publishing']",1@47894 0@5343 1@26192,3
183,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Reba McEntire,Keep On Loving You,Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.799226,0.200774,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Album_Name')","['The High Fells ( Extended Version )', 'Howard Shore', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]']","['Pink Guitar', 'Reba McEntire', 'Keep On Loving You']",1@47894 0@5343 1@26111,3
139,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,3:38,"August 18 , 2009",0.5233378,0.47666222,"('rtable_Song_Name', 'rtable_CopyRight', 'rtable_Released')","['The High Fells ( Extended Version )', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.', 'December 10 , 2013']","['I Want A Cowboy', '( C ) 2009 Starstruck Records', 'August 18 , 2009']",1@47894 0@5343 1@26108,3
208,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Kevin Lyttle,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:23,"December 10 , 2013",0.6150406,0.38495937,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Time')","['The High Fells ( Extended Version )', 'Howard Shore', '3:38']","['Sign Your Name', 'Kevin Lyttle', '4:23']",1@47894 0@5343 1@26192,3
209,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Kevin Lyttle,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"March 30 , 2004",0.615347,0.3846529,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Released')","['The High Fells ( Extended Version )', 'Howard Shore', 'December 10 , 2013']","['Sign Your Name', 'Kevin Lyttle', 'March 30 , 2004']",1@47894 0@5343 1@26192,3
210,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,Kevin Lyttle ( US Domestic release ),"International , Caribbean & Cuba , Reggae",$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.6136106,0.3863894,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Genre')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', 'Soundtracks']","['Sign Your Name', 'Kevin Lyttle ( US Domestic release )', 'International , Caribbean & Cuba , Reggae']",1@47894 0@5343 1@26192,3
211,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,Kevin Lyttle ( US Domestic release ),Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.6134558,0.3865442,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Price')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '$ 1.29']","['Sign Your Name', 'Kevin Lyttle ( US Domestic release )', '$ 0.99']",1@47894 0@5343 1@26192,3
212,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,Kevin Lyttle ( US Domestic release ),Soundtracks,$ 1.29,( c ) 2010 One Media Publishing,3:38,"December 10 , 2013",0.61345184,0.3865481,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Sign Your Name', 'Kevin Lyttle ( US Domestic release )', '( c ) 2010 One Media Publishing']",1@47894 0@5343 1@26192,3
213,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,Kevin Lyttle ( US Domestic release ),Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:23,"December 10 , 2013",0.6134548,0.38654515,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Time')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '3:38']","['Sign Your Name', 'Kevin Lyttle ( US Domestic release )', '4:23']",1@47894 0@5343 1@26192,3
214,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,Kevin Lyttle ( US Domestic release ),Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"March 30 , 2004",0.61345595,0.386544,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Released')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', 'December 10 , 2013']","['Sign Your Name', 'Kevin Lyttle ( US Domestic release )', 'March 30 , 2004']",1@47894 0@5343 1@26192,3
206,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Kevin Lyttle,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.6150406,0.3849594,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Price')","['The High Fells ( Extended Version )', 'Howard Shore', '$ 1.29']","['Sign Your Name', 'Kevin Lyttle', '$ 0.99']",1@47894 0@5343 1@26192,3
215,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"International , Caribbean & Cuba , Reggae",$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.6188193,0.38118067,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Price')","['The High Fells ( Extended Version )', 'Soundtracks', '$ 1.29']","['Sign Your Name', 'International , Caribbean & Cuba , Reggae', '$ 0.99']",1@47894 0@5343 1@26192,3
217,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"International , Caribbean & Cuba , Reggae",$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:23,"December 10 , 2013",0.6188196,0.38118044,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Time')","['The High Fells ( Extended Version )', 'Soundtracks', '3:38']","['Sign Your Name', 'International , Caribbean & Cuba , Reggae', '4:23']",1@47894 0@5343 1@26192,3
218,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"International , Caribbean & Cuba , Reggae",$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"March 30 , 2004",0.6113463,0.38865364,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Released')","['The High Fells ( Extended Version )', 'Soundtracks', 'December 10 , 2013']","['Sign Your Name', 'International , Caribbean & Cuba , Reggae', 'March 30 , 2004']",1@47894 0@5343 1@26192,3
219,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,( c ) 2010 One Media Publishing,3:38,"December 10 , 2013",0.6072664,0.39273363,"('rtable_Song_Name', 'rtable_Price', 'rtable_CopyRight')","['The High Fells ( Extended Version )', '$ 1.29', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Sign Your Name', '$ 0.99', '( c ) 2010 One Media Publishing']",1@47894 0@5343 1@26192,3
220,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:23,"December 10 , 2013",0.6067258,0.3932742,"('rtable_Song_Name', 'rtable_Price', 'rtable_Time')","['The High Fells ( Extended Version )', '$ 1.29', '3:38']","['Sign Your Name', '$ 0.99', '4:23']",1@47894 0@5343 1@26192,3
221,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"March 30 , 2004",0.60703474,0.39296526,"('rtable_Song_Name', 'rtable_Price', 'rtable_Released')","['The High Fells ( Extended Version )', '$ 1.29', 'December 10 , 2013']","['Sign Your Name', '$ 0.99', 'March 30 , 2004']",1@47894 0@5343 1@26192,3
222,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( c ) 2010 One Media Publishing,4:23,"December 10 , 2013",0.6072663,0.39273372,"('rtable_Song_Name', 'rtable_CopyRight', 'rtable_Time')","['The High Fells ( Extended Version )', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.', '3:38']","['Sign Your Name', '( c ) 2010 One Media Publishing', '4:23']",1@47894 0@5343 1@26192,3
223,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( c ) 2010 One Media Publishing,3:38,"March 30 , 2004",0.6072665,0.39273348,"('rtable_Song_Name', 'rtable_CopyRight', 'rtable_Released')","['The High Fells ( Extended Version )', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.', 'December 10 , 2013']","['Sign Your Name', '( c ) 2010 One Media Publishing', 'March 30 , 2004']",1@47894 0@5343 1@26192,3
224,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,4:23,"March 30 , 2004",0.60703427,0.39296576,"('rtable_Song_Name', 'rtable_Time', 'rtable_Released')","['The High Fells ( Extended Version )', '3:38', 'December 10 , 2013']","['Sign Your Name', '4:23', 'March 30 , 2004']",1@47894 0@5343 1@26192,3
216,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"International , Caribbean & Cuba , Reggae",$ 1.29,( c ) 2010 One Media Publishing,3:38,"December 10 , 2013",0.6072569,0.3927431,"('rtable_Song_Name', 'rtable_Genre', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'Soundtracks', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Sign Your Name', 'International , Caribbean & Cuba , Reggae', '( c ) 2010 One Media Publishing']",1@47894 0@5343 1@26192,3
182,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Garriosn Anthem,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:12,"February 15 , 2012",0.5234187,0.47658125,"('rtable_Song_Name', 'rtable_Time', 'rtable_Released')","['The High Fells ( Extended Version )', '3:38', 'December 10 , 2013']","['Garriosn Anthem', '3:12', 'February 15 , 2012']",1@47894 0@5343 1@40847,3
205,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Kevin Lyttle,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"International , Caribbean & Cuba , Reggae",$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.62703556,0.3729644,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Genre')","['The High Fells ( Extended Version )', 'Howard Shore', 'Soundtracks']","['Sign Your Name', 'Kevin Lyttle', 'International , Caribbean & Cuba , Reggae']",1@47894 0@5343 1@26192,3
203,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,2:53,"August 18 , 2009",0.7713728,0.2286272,"('rtable_Song_Name', 'rtable_Time', 'rtable_Released')","['The High Fells ( Extended Version )', '3:38', 'December 10 , 2013']","['Pink Guitar', '2:53', 'August 18 , 2009']",1@47894 0@5343 1@26111,3
